Id	Hebrew	Url	Transliteration	Root	Root Url	POS	POS Pattern	POS Pattern Url	Gender	Translation
113	מוּאָר	https://www.pealim.com/dict/9147-muar/	mu'ar	א - ו - ר	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ו&rf=ר	Adjective	muktal pattern	https://www.pealim.com/dict/?pos=adjective&am=muqtal		illuminated, lighted
114	תְּאוּרָה	https://www.pealim.com/dict/3736-teura/	te'ura	א - ו - ר	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ו&rf=ר	Noun	tkula pattern	https://www.pealim.com/dict/?pos=noun&nm=tqula	feminine	lighting, illumination
115	מְאוּרָה	https://www.pealim.com/dict/3886-meura/	me'ura	א - ו - ר	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ו&rf=ר	Noun	mekula pattern	https://www.pealim.com/dict/?pos=noun&nm=mequla	feminine	den, lair, hole
116	מָאוֹר	https://www.pealim.com/dict/4040-maor/	ma'or	א - ו - ר	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ו&rf=ר	Noun	miktal pattern	https://www.pealim.com/dict/?pos=noun&nm=miqtal	masculine	celestial body, star (biblical); lighting; brightness, glow
117	לְהֵיאוֹת	https://www.pealim.com/dict/75-leheot/	lehe'ot	א - ו - ת	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ו&rf=ת	Verb	nif'al			to agree, to consent, to be proper
118	לְאוֹתֵת	https://www.pealim.com/dict/76-leotet/	le'otet	א - ו - ת	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ו&rf=ת	Verb	pi'el			to signal, to beacon
119	אוֹת	https://www.pealim.com/dict/5596-ot/	ot	א - ו - ת	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ו&rf=ת	Noun			feminine	letter (of an alphabet)
120	אוֹת	https://www.pealim.com/dict/5595-ot/	ot	א - ו - ת	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ו&rf=ת	Noun			masculine	signal, sign; badge, medal; omen, indication
121	לֶאֱזוֹל	https://www.pealim.com/dict/77-leezol/	le'ezol	א - ז - ל	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ז&rf=ל	Verb	pa'al			to run out, to cease, to be exhausted
122	לְהַאֲזִין	https://www.pealim.com/dict/78-lehaazin/	leha'azin	א - ז - ן	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ז&rf=נ	Verb	hif'il			to listen (music, radio), to heed
123	לְהִתְאַזֵּן	https://www.pealim.com/dict/80-lehitazen/	lehit'azen	א - ז - ן	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ז&rf=נ	Verb	hitpa'el			to balance, to be balanced
124	אִיזּוּן	https://www.pealim.com/dict/4684-izun/	izun	א - ז - ן	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ז&rf=נ	Noun	kittul pattern	https://www.pealim.com/dict/?pos=noun&nm=qittul	masculine	balance, equilibrium
125	אוֹזֶן	https://www.pealim.com/dict/3203-ozen/	ozen	א - ז - ן	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ז&rf=נ	Noun	kotel pattern	https://www.pealim.com/dict/?pos=noun&nm=qotel-s	feminine	ear (anatomy)
126	הַאֲזָנָה	https://www.pealim.com/dict/3729-haazana/	ha'azana	א - ז - ן	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ז&rf=נ	Noun	haktala pattern	https://www.pealim.com/dict/?pos=noun&nm=haqtala	feminine	listening
127	לְאַזֵּן	https://www.pealim.com/dict/79-leazen/	le'azen	א - ז - ן	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ז&rf=נ	Verb	pi'el			to balance, to offset
128	אוֹזְנִית	https://www.pealim.com/dict/8851-oznit/	oznit	א - ז - ן	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ז&rf=נ	Noun			feminine	earphone, headphone, earbud
129	לֶאֱזוֹק	https://www.pealim.com/dict/5522-leezok/	le'ezok	א - ז - ק	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ז&rf=ק	Verb	pa'al			to handcuff, to bind with handcuffs (את)
130	אֲזִיקִּים	https://www.pealim.com/dict/6658-azikim/	azikim	א - ז - ק	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ז&rf=ק	Noun			masculine	handcuffs
131	אָזִיק	https://www.pealim.com/dict/6978-azik/	azik	א - ז - ק	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ז&rf=ק	Noun	katil pattern	https://www.pealim.com/dict/?pos=noun&nm=qatil	masculine	handcuff (אזיקים: handcuffs)
132	אֲזִיקוֹן	https://www.pealim.com/dict/6979-azikon/	azikon	א - ז - ק	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ז&rf=ק	Noun			masculine	restraint (plastic or nylon); cable tie
133	לְהִתְאַזֵּר	https://www.pealim.com/dict/82-lehitazer/	lehit'azer	א - ז - ר	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ז&rf=ר	Verb	hitpa'el			to gird oneself, to girdle
134	אֵזוֹר	https://www.pealim.com/dict/4667-ezor/	ezor	א - ז - ר	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ז&rf=ר	Noun				zone, region, area
135	לֶאֱזוֹר	https://www.pealim.com/dict/81-leezor/	le'ezor	א - ז - ר	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ז&rf=ר	Verb	pa'al			to gird, to put on (a belt)
136	אֱזוֹרִי	https://www.pealim.com/dict/8578-ezori/	ezori	א - ז - ר	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ז&rf=ר	Adjective				regional
137	לְהִתְאַחֵד	https://www.pealim.com/dict/84-lehitached/	lehit'ached	א - ח - ד	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ח&rf=ד	Verb	hitpa'el			to be united, to unite (with)
138	הִתְאַחֲדוּת	https://www.pealim.com/dict/4191-hitachadut/	hit'achadut	א - ח - ד	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ח&rf=ד	Noun	hitkattlut pattern	https://www.pealim.com/dict/?pos=noun&nm=hitqatlut	feminine	association, federation; unification
139	אַחְדוּת	https://www.pealim.com/dict/3642-achdut/	achdut	א - ח - ד	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ח&rf=ד	Noun	katlut pattern	https://www.pealim.com/dict/?pos=noun&nm=qatlut	feminine	unity, unification
140	אִיחוּד	https://www.pealim.com/dict/4190-ichud/	ichud	א - ח - ד	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ח&rf=ד	Noun	kittul pattern	https://www.pealim.com/dict/?pos=noun&nm=qittul	masculine	unity, unification
141	אָחִיד	https://www.pealim.com/dict/4192-achid/	achid	א - ח - ד	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ח&rf=ד	Adjective	katil pattern	https://www.pealim.com/dict/?pos=adjective&am=qatil		homogeneous, uniform; standard, constant
142	לְהַאֲחִיד	https://www.pealim.com/dict/4193-lehaachid/	leha'achid	א - ח - ד	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ח&rf=ד	Verb	hif'il			to unify, to coalesce
143	מְאוּחָד	https://www.pealim.com/dict/4194-meuchad/	me'uchad	א - ח - ד	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ח&rf=ד	Adjective	mekuttal pattern	https://www.pealim.com/dict/?pos=adjective&am=mequttal		united
144	הַאֲחָדָה	https://www.pealim.com/dict/4195-haachada/	ha'achada	א - ח - ד	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ח&rf=ד	Noun	haktala pattern	https://www.pealim.com/dict/?pos=noun&nm=haqtala	feminine	unification, coalescence
145	לְאַחֵד	https://www.pealim.com/dict/83-leached/	le'ached	א - ח - ד	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ח&rf=ד	Verb	pi'el			to unite
146	אֶחָד	https://www.pealim.com/dict/7130-echad/	echad	א - ח - ד	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ח&rf=ד	Cardinal numeral				one
147	לְהִתְאַחוֹת	https://www.pealim.com/dict/5030-lehitachot/	lehit'achot	א - ח - ה	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ח&rf=י	Verb	hitpa'el			to heal (fractured bones, damaged tissues); to be joined together
148	לְאַחוֹת	https://www.pealim.com/dict/5029-leachot/	le'achot	א - ח - ה	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ח&rf=י	Verb	pi'el			to stitch together; to unite (rare)
149	אַחֲווָה	https://www.pealim.com/dict/7851-achava/	achava	א - ח - ו	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ח&rf=ו	Noun	katla pattern	https://www.pealim.com/dict/?pos=noun&nm=qatla	feminine	fraternity, comradeship, brotherhood, sisterhood
150	אָחוּ	https://www.pealim.com/dict/8759-achu/	achu	א - ח - ו	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ח&rf=ו	Noun	ketel pattern	https://www.pealim.com/dict/?pos=noun&nm=qetel	masculine	meadow, pasture, grazing land
151	לֶאֱחוֹז	https://www.pealim.com/dict/85-leechoz/	le'echoz	א - ח - ז	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ח&rf=ז	Verb	pa'al			to grip, to grasp, to hold (ב-)
152	לְהֵיאָחֵז	https://www.pealim.com/dict/86-leheachez/	lehe'achez	א - ח - ז	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ח&rf=ז	Verb	nif'al			to hold on (ב-)
153	אֲחוּזָּה	https://www.pealim.com/dict/7930-achuza/	achuza	א - ח - ז	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ח&rf=ז	Noun	ktulla pattern	https://www.pealim.com/dict/?pos=noun&nm=qtulla	feminine	estate; property, holdings
154	אֲחִיזָה	https://www.pealim.com/dict/8136-achiza/	achiza	א - ח - ז	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ח&rf=ז	Noun	ktila pattern	https://www.pealim.com/dict/?pos=noun&nm=qtila	feminine	grasp, grip, hold, control; basis, support
155	אָחוּז	https://www.pealim.com/dict/6158-achuz/	achuz	א - ח - ז	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ח&rf=ז	Noun	katul pattern	https://www.pealim.com/dict/?pos=noun&nm=qatul	masculine	percent, per cent
156	לְהִתְאַחוֹת	https://www.pealim.com/dict/5030-lehitachot/	lehit'achot	א - ח - ה	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ח&rf=י	Verb	hitpa'el			to heal (fractured bones, damaged tissues); to be joined together
157	לְאַחוֹת	https://www.pealim.com/dict/5029-leachot/	le'achot	א - ח - ה	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ח&rf=י	Verb	pi'el			to stitch together; to unite (rare)
158	אִיחוּל	https://www.pealim.com/dict/7600-ichul/	ichul	א - ח - ל	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ח&rf=ל	Noun	kittul pattern	https://www.pealim.com/dict/?pos=noun&nm=qittul	masculine	wish, greeting
159	לְאַחֵל	https://www.pealim.com/dict/87-leachel/	le'achel	א - ח - ל	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ח&rf=ל	Verb	pi'el			to wish, to congratulate
160	אַחְרָיוּת	https://www.pealim.com/dict/7983-achrayut/	achrayut	א - ח - ר	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ח&rf=ר	Noun			feminine	responsibility; warranty, guarantee
161	אִיחוּר	https://www.pealim.com/dict/7105-ichur/	ichur	א - ח - ר	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ח&rf=ר	Noun	kittul pattern	https://www.pealim.com/dict/?pos=noun&nm=qittul	masculine	delay, tardiness, lateness, being late
162	אָחוֹר	https://www.pealim.com/dict/4377-achor/	achor	א - ח - ר	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ח&rf=ר	Noun	katol pattern	https://www.pealim.com/dict/?pos=noun&nm=qatol	masculine	back, rear part (lit.)
163	אַחַר	https://www.pealim.com/dict/4276-achar/	achar	א - ח - ר	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ח&rf=ר	Preposition				after
164	אָחוֹרָה	https://www.pealim.com/dict/4714-achora/	achora	א - ח - ר	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ח&rf=ר	Adverb				backwards
165	אֲחוֹרַייִם	https://www.pealim.com/dict/4378-achorayim/	achorayim	א - ח - ר	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ח&rf=ר	Noun	katol pattern	https://www.pealim.com/dict/?pos=noun&nm=qatol	masculine	buttocks, backside
166	מֵאֲחוֹרֵי	https://www.pealim.com/dict/4376-meachorei/	me'achorei	א - ח - ר	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ח&rf=ר	Preposition				behind
167	אַחֵר	https://www.pealim.com/dict/4630-acher/	acher	א - ח - ר	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ח&rf=ר	Adjective				other, another, different
168	אַחֲרוֹן	https://www.pealim.com/dict/4631-acharon/	acharon	א - ח - ר	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ח&rf=ר	Adjective				last
169	מְאוּחָר	https://www.pealim.com/dict/7662-meuchar/	me'uchar	א - ח - ר	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ח&rf=ר	Adjective	mekuttal pattern	https://www.pealim.com/dict/?pos=adjective&am=mequttal		late, later
170	אַחְרַאי	https://www.pealim.com/dict/7982-achray/	achray	א - ח - ר	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ח&rf=ר	Noun				responsible person
171	אֲחוֹרִי	https://www.pealim.com/dict/8492-achori/	achori	א - ח - ר	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ח&rf=ר	Adjective				posterior, rear
172	לְאַחֵר	https://www.pealim.com/dict/88-leacher/	le'acher	א - ח - ר	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ח&rf=ר	Verb	pi'el			to be late
173	לְהִתְאַחֵר	https://www.pealim.com/dict/20-lehitacher/	lehit'acher	א - ח - ר	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ח&rf=ר	Verb	hitpa'el			to be late, to get late
174	אַחֲרִית	https://www.pealim.com/dict/9141-acharit/	acharit	א - ח - ר	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ח&rf=ר	Noun			feminine	end, close
175	אַחְרָאִי	https://www.pealim.com/dict/7109-achrai/	achra'i	א - ח - ר	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ח&rf=ר	Adjective				responsible
176	אֶטֶב	https://www.pealim.com/dict/7692-etev/	etev	א - ט - ב	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ט&rf=ב	Noun	ketel pattern	https://www.pealim.com/dict/?pos=noun&nm=qetel	masculine	clothes peg, clothespin, clip
177	אִיטִּי	https://www.pealim.com/dict/5235-iti/	iti	א - ט - ט	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ט&rf=ט	Adjective				slow; prolonged
178	אַט	https://www.pealim.com/dict/5234-at/	at	א - ט - ט	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ט&rf=ט	Adverb				slowly (lit.)
179	לְהָאֵט	https://www.pealim.com/dict/89-lehaet/	leha'et	א - ט - ט	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ט&rf=ט	Verb	hif'il			to slow down, to retard
180	לֶאֱטוֹם	https://www.pealim.com/dict/90-leetom/	le'etom	א - ט - ם	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ט&rf=מ	Verb	pa'al			to seal, to close
181	אֲטִימוּת	https://www.pealim.com/dict/7496-atimut/	atimut	א - ט - ם	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ט&rf=מ	Noun			feminine	impermeability; opacity, opaqueness; inflexibility, unreceptiveness
182	אִיטּוּם	https://www.pealim.com/dict/6609-itum/	itum	א - ט - ם	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ט&rf=מ	Noun	kittul pattern	https://www.pealim.com/dict/?pos=noun&nm=qittul	masculine	sealing, waterproofing
183	אָטוּם	https://www.pealim.com/dict/7495-atum/	atum	א - ט - ם	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ט&rf=מ	Adjective	katul pattern	https://www.pealim.com/dict/?pos=adjective&am=qatul		sealed; opaque; blocked, clogged (coll.)
184	לְהֵיאָטֵם	https://www.pealim.com/dict/91-leheatem/	lehe'atem	א - ט - ם	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=ט&rf=מ	Verb	nif'al			to be sealed, closed up
185	אוֹיֵב	https://www.pealim.com/dict/5002-oyev/	oyev	א - י - ב	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=י&rf=ב	Noun	kotel pattern	https://www.pealim.com/dict/?pos=noun&nm=qotel	masculine	enemy
186	אֵיבָה	https://www.pealim.com/dict/5003-eiva/	eiva	א - י - ב	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=י&rf=ב	Noun				hatred, loathing
187	הִתְאַייְּדוּת	https://www.pealim.com/dict/9071-hitaydut/	hit'aydut	א - י - ד	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=י&rf=ד	Noun	hitkattlut pattern	https://www.pealim.com/dict/?pos=noun&nm=hitqatlut	feminine	evaporation
188	לְאַייֵּד	https://www.pealim.com/dict/5777-leayed/	le'ayed	א - י - ד	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=י&rf=ד	Verb	pi'el			to vaporize, to evaporate
189	אַיִל	https://www.pealim.com/dict/6857-ayil/	ayil	א - י - ל	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=י&rf=ל	Noun	ketel pattern	https://www.pealim.com/dict/?pos=noun&nm=qetel	masculine	🐏 ram (male sheep); mogul, tycoon
190	אֱייָל	https://www.pealim.com/dict/6859-eyal/	eyal	א - י - ל	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=י&rf=ל	Noun				power, strength, valour (lit.)
191	אִיּוּם	https://www.pealim.com/dict/2950-iyum/	iyum	א - י - ם	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=י&rf=מ	Noun	kittul pattern	https://www.pealim.com/dict/?pos=noun&nm=qittul	masculine	threat, menace
192	לְאַייֵּם	https://www.pealim.com/dict/92-leayem/	le'ayem	א - י - ם	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=י&rf=מ	Verb	pi'el			to threaten, to menace (על)
193	אֵימָה	https://www.pealim.com/dict/5966-eima/	eima	א - י - ם	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=י&rf=מ	Noun			feminine	terror, fear
194	אָיוֹם	https://www.pealim.com/dict/5981-ayom/	ayom	א - י - ם	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=י&rf=מ	Adjective	katol pattern	https://www.pealim.com/dict/?pos=adjective&am=qatol		threatening, menacing; terrible, horrible
195	לְאַייֵּן	https://www.pealim.com/dict/5284-leayen/	le'ayen	א - י - ן	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=י&rf=נ	Verb	pi'el			to liquidate, to exterminate
196	אִיּוּר	https://www.pealim.com/dict/5578-iyur/	iyur	א - י - ר	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=י&rf=ר	Noun	kittul pattern	https://www.pealim.com/dict/?pos=noun&nm=qittul	masculine	illustration
197	לְאַייֵּר	https://www.pealim.com/dict/2566-leayer/	le'ayer	א - י - ר	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=י&rf=ר	Verb	pi'el			to illustrate
198	לְאַייֵּשׁ	https://www.pealim.com/dict/93-leayesh/	le'ayesh	א - י - שׁ	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=י&rf=שׁ	Verb	pi'el			to man, to staff
199	אִיּוּשׁ	https://www.pealim.com/dict/8588-iyush/	iyush	א - י - שׁ	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=י&rf=שׁ	Noun	kittul pattern	https://www.pealim.com/dict/?pos=noun&nm=qittul	masculine	manning, staffing
200	לְאַייֵּת	https://www.pealim.com/dict/2454-leayet/	le'ayet	א - י - ת	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=י&rf=ת	Verb	pi'el			to spell (a word)
201	אִיּוּת	https://www.pealim.com/dict/8407-iyut/	iyut	א - י - ת	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=י&rf=ת	Noun	kittul pattern	https://www.pealim.com/dict/?pos=noun&nm=qittul	masculine	spelling
202	לֶאֱכוֹל	https://www.pealim.com/dict/30-leechol/	le'echol	א - כ - ל	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=כ&rf=ל	Verb	pa'al			to eat
203	לְהֵיאָכֵל	https://www.pealim.com/dict/97-leheachel/	lehe'achel	א - כ - ל	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=כ&rf=ל	Verb	nif'al			to be eaten
204	לְהַאֲכִיל	https://www.pealim.com/dict/99-lehaachil/	leha'achil	א - כ - ל	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=כ&rf=ל	Verb	hif'il			to feed (ב- ,את)
205	אוֹכֶל	https://www.pealim.com/dict/3416-ochel/	ochel	א - כ - ל	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=כ&rf=ל	Noun	kotel pattern	https://www.pealim.com/dict/?pos=noun&nm=qotel-s	masculine	food
206	אַכְלָן	https://www.pealim.com/dict/3417-achlan/	achlan	א - כ - ל	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=כ&rf=ל	Noun	katlan pattern	https://www.pealim.com/dict/?pos=noun&nm=qatlan	masculine	glutton
207	הַאֲכָלָה	https://www.pealim.com/dict/7540-haachala/	ha'achala	א - כ - ל	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=כ&rf=ל	Noun	haktala pattern	https://www.pealim.com/dict/?pos=noun&nm=haqtala	feminine	feeding, nutrition
208	מַאֲכָל	https://www.pealim.com/dict/8856-maachal/	ma'achal	א - כ - ל	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=כ&rf=ל	Noun	miktal pattern	https://www.pealim.com/dict/?pos=noun&nm=miqtal	masculine	food
209	מַאֲכֶלֶת	https://www.pealim.com/dict/8194-maachelet/	ma'achelet	א - כ - ל	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=כ&rf=ל	Noun	miktelet pattern	https://www.pealim.com/dict/?pos=noun&nm=miqtelet	feminine	slaughtering knife, butcher's knife (lit.)
210	לְאַכֵּל	https://www.pealim.com/dict/98-leakel/	le'akel	א - כ - ל	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=כ&rf=ל	Verb	pi'el			to corrode, to erode
211	אֲכִילָה	https://www.pealim.com/dict/6332-achila/	achila	א - כ - ל	https://www.pealim.com/dict/?num-radicals=3&r1=א&r2=כ&rf=ל	Noun	ktila pattern	https://www.pealim.com/dict/?pos=noun&nm=qtila	feminine	eating
